Species ID;ITIS code;Catalogue of Life;Class;Order;Family;Species
a;a;a;a;a;a;a
A1;662323;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Alytes cisternasii
A2;662324;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Alytes dickhilleni
A3;662326;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Alytes muletensis
A4;662327;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Alytes obstetricans
A5;661625;v1.9 rev 2126ab0;Amphibia;Anura;Bombinatoridae;Bombina bombina
A6;661631;v1.9 rev 2126ab0;Amphibia;Anura;Bombinatoridae;Bombina pachypus
A7;661632;v1.9 rev 2126ab0;Amphibia;Anura;Bombinatoridae;Bombina variegata
A8;173480;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufo bufo
A9;773560;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Epidalea calamita
A10;585630;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufo verrucosissimus
A11;1103405;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufotes viridis
A12;668361;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Chioglossa lusitanica
A13;662328;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Discoglossus galganoi
A14;662329;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Discoglossus jeanneae
A15;773324;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Discoglossus montalentii
A16;662330;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Discoglossus pictus
A17;662331;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Discoglossus sardus
A18;775916;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Calotriton asper
A19;668372;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Euproctus montanus
A20;668373;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Euproctus platycephalus
A21;662424;v1.9 rev 2126ab0;Amphibia;Anura;Hylidae;Hyla arborea
A22;662524;v1.9 rev 2126ab0;Amphibia;Anura;Hylidae;Hyla intermedia
A23;662563;v1.9 rev 2126ab0;Amphibia;Anura;Hylidae;Hyla meridionalis
A24;662633;v1.9 rev 2126ab0;Amphibia;Anura;Hylidae;Hyla sarda
A25;662634;v1.9 rev 2126ab0;Amphibia;Anura;Hylidae;Hyla savignyi
A26;775923;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra antalyana
A27;775924;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra atifi
A28;775925;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra billae
A29;775926;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra fazilae
A30;775927;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra flavimembris
A31;775928;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra helverseni
A32;775929;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra luschani
A33;668374;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Mertensiella caucasica
A34;668375;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Neurergus crocatus
A35;668378;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Neurergus strauchii
A36;664729;v1.9 rev 2126ab0;Amphibia;Anura;Pelobatidae;Pelobates cultripes
A37;664730;v1.9 rev 2126ab0;Amphibia;Anura;Pelobatidae;Pelobates fuscus
A38;664731;v1.9 rev 2126ab0;Amphibia;Anura;Pelobatidae;Pelobates syriacus
A39;664733;v1.9 rev 2126ab0;Amphibia;Anura;Pelodytidae;Pelodytes caucasicus
A40;664734;v1.9 rev 2126ab0;Amphibia;Anura;Pelodytidae;Pelodytes ibericus
A41;664735;v1.9 rev 2126ab0;Amphibia;Anura;Pelodytidae;Pelodytes punctatus
A42;668389;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Pleurodeles waltl
A43;208253;v1.9 rev 2126ab0;Amphibia;Caudata;Proteidae;Proteus anguinus
A44;665263;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana arvalis
A45;775178;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax bedriagae
A46;775179;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax bergeri
A47;775181;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax cerigensis
A48;775183;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax cretensis
A49;665296;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana dalmatina
A50;775185;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax epeiroticus
A51;775188;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax esculentus
A52;665317;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana graeca
A53;n/a;n/a;Amphibia;Anura;Ranidae;Pelophylax kl. grafi
A54;n/a;n/a;Amphibia;Anura;Ranidae;Pelophylax kl. hispanicus
A55;665335;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana iberica
A56;665338;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana italica
A57;775188;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax kurtmuelleri
A58;665351;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana latastei
A59;775190;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax lessonae
A60;665365;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana macrocnemis
A61;775192;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax perezi
A62;665405;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana pyrenaica
A63;775195;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax ridibundus
A64;775197;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax shqipericus
A65;775212;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana tavasensis
A66;173444;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana temporaria
A67;668391;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandra atra
A68;668392;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandra corsica
A69;668393;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandra infraimmaculata
A70;668394;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandra lanzai
A71;668396;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandra salamandra
A72;668238;v1.9 rev 2126ab0;Amphibia;Caudata;Hynobiidae;Salamandrella keyserlingii
A73;775937;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandrina perspicillata
A74;775938;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandrina terdigitata
A75;668339;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes ambrosii
A76;668340;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes flavus
A77;668341;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes genei
A78;668342;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes imperialis
A79;668343;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes italicus
A80;775912;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes sarrabusensis
A81;668344;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes strinatii
A82;668345;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes supramontis
A83;775917;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Ichthyosaura alpestris
A84;775918;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lissotriton boscai
A85;668400;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus carnifex
A86;668401;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus cristatus
A87;668402;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus dobrogicus
A88;775919;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lissotriton helveticus
A89;775920;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lissotriton italicus
A90;668405;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus karelinii
A91;668406;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus marmoratus
A92;775921;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lissotriton montandoni
A93;668408;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus pygmaeus
A94;775931;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Ommatotriton vittatus
A95;775922;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lissotriton vulgaris
A96;775180;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax caralitanus
A97;775930;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Ommatotriton ophryticus
A98;665365;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana macrocnemis holtzi
A99;775915;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Calotriton arnoldi
A100;1103437;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufotes balearica
A101;1103484;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufotes boulengeri
A102;1103430;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufotes sicula
A103;1103415;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufotes variabilis
A104;775940;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus macedonicus
B1;174474;v1.9 rev 2126ab0;Aves;Gaviiformes;Gaviidae;Gavia stellata
B2;174471;v1.9 rev 2126ab0;Aves;Gaviiformes;Gaviidae;Gavia arctica
B3;174469;v1.9 rev 2126ab0;Aves;Gaviiformes;Gaviidae;Gavia immer
B4;174470;v1.9 rev 2126ab0;Aves;Gaviiformes;Gaviidae;Gavia adamsii
B5;563259;v1.9 rev 2126ab0;Aves;Podicipediformes;Podicipedidae;Tachybaptus ruficollis
B6;174491;v1.9 rev 2126ab0;Aves;Podicipediformes;Podicipedidae;Podiceps cristatus
B7;174479;v1.9 rev 2126ab0;Aves;Podicipediformes;Podicipedidae;Podiceps grisegena
B8;174482;v1.9 rev 2126ab0;Aves;Podicipediformes;Podicipedidae;Podiceps auritus
B9;174485;v1.9 rev 2126ab0;Aves;Podicipediformes;Podicipedidae;Podiceps nigricollis
B10;174536;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Fulmarus glacialis
B11;562557;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Pterodroma feae
B12;562558;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Pterodroma madeira
B13;554144;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Bulweria bulwerii
B14;203446;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Calonectris diomedea
B15;174555;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Puffinus puffinus
B16;562599;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Puffinus yelkouan
B17;723254;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Puffinus mauretanicus
B18;174559;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Puffinus assimilis
B19;174621;v1.9 rev 2126ab0;Aves;Procellariiformes;Hydrobatidae;Pelagodroma marina
B20;174663;v1.9 rev 2126ab0;Aves;Procellariiformes;Hydrobatidae;Hydrobates pelagicus
B21;174628;v1.9 rev 2126ab0;Aves;Procellariiformes;Hydrobatidae;Oceanodroma leucorhoa
B22;174636;v1.9 rev 2126ab0;Aves;Procellariiformes;Hydrobatidae;Oceanodroma castro
B23;174673;v1.9 rev 2126ab0;Aves;Pelecaniformes;Phaethontidae;Phaethon aethereus
B24;174712;v1.9 rev 2126ab0;Aves;Pelecaniformes;Sulidae;Morus bassanus
B25;174715;v1.9 rev 2126ab0;Aves;Pelecaniformes;Phalacrocoracidae;Phalacrocorax carbo
B26;174733;v1.9 rev 2126ab0;Aves;Pelecaniformes;Phalacrocoracidae;Phalacrocorax aristotelis
B27;561972;v1.9 rev 2126ab0;Aves;Pelecaniformes;Phalacrocoracidae;Phalacrocorax pygmaeus
B28;174693;v1.9 rev 2126ab0;Aves;Pelecaniformes;Pelecanidae;Pelecanus onocrotalus
B29;174692;v1.9 rev 2126ab0;Aves;Pelecaniformes;Pelecanidae;Pelecanus crispus
B30;174781;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Ardea cinerea
B31;174791;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Ardea purpurea
B32;554135;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Ardea alba
B33;174816;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Egretta garzetta
B34;174864;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Ardeola ralloides
B35;174803;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Bubulcus ibis
B36;174832;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Nycticorax nycticorax
B37;174850;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Ixobrychus minutus
B38;174859;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Botaurus stellaris
B39;174909;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ciconiidae;Ciconia nigra
B40;174907;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ciconiidae;Ciconia ciconia
B41;174924;v1.9 rev 2126ab0;Aves;Ciconiiformes;Threskiornithidae;Plegadis falcinellus
B42;174933;v1.9 rev 2126ab0;Aves;Ciconiiformes;Threskiornithidae;Platalea leucorodia
B43;824111;v1.9 rev 2126ab0;Aves;Phoenicopteriformes;Phoenicopteridae;Phoenicopterus roseus
B44;174985;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Cygnus olor
B45;174990;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Cygnus cygnus
B46;174987;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Cygnus columbianus
B47;175024;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anser fabalis
B48;175036;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anser brachyrhynchus
B49;175020;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anser albifrons
B50;175033;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anser erythropus
B51;175028;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anser anser
B53;175014;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Branta leucopsis
B54;175011;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Branta bernicla
B56;175056;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Tadorna ferruginea
B57;175055;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Tadorna tadorna
B58;175092;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas penelope
B59;175073;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas strepera
B60;175081;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas crecca
B61;175063;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas platyrhynchos
B62;175074;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas acuta
B63;175093;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas querquedula
B64;175096;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas clypeata
B65;553925;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Marmaronetta angustirostris
B66;175234;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Netta rufina
B67;175126;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Aythya ferina
B68;175139;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Aythya nyroca
B69;175135;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Aythya fuligula
B70;175130;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Aythya marila
B71;175155;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Somateria mollissima
B72;175160;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Somateria spectabilis
B73;175153;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Polysticta stelleri
B74;175149;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Histrionicus histrionicus
B75;175147;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Clangula hyemalis
B76;175171;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Melanitta nigra
B77;175163;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Melanitta fusca
B78;175141;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Bucephala clangula
B79;175144;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Bucephala islandica
B80;175196;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Mergellus albellus
B81;175187;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Mergus serrator
B82;175185;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Mergus merganser
B84;175179;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Oxyura leucocephala
B85;175590;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Pandion haliaetus
B86;175454;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Pernis apivorus
B87;175284;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Elanus caeruleus
B88;175470;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Milvus milvus
B89;175469;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Milvus migrans
B90;175419;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Haliaeetus albicilla
B91;175483;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Gypaetus barbatus
B92;175481;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Neophron percnopterus
B93;175487;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Gyps fulvus
B94;175494;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aegypius monachus
B95;175502;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Circaetus gallicus
B96;559297;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Circus aeruginosus
B97;175430;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Circus cyaneus
B98;175436;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Circus macrourus
B99;175439;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Circus pygargus
B100;175312;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Accipiter brevipes
B101;175333;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Accipiter nisus
B102;175300;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Accipiter gentilis
B103;175383;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Buteo buteo
B104;175392;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Buteo rufinus
B105;175373;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Buteo lagopus
B106;175414;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila pomarina
B107;175411;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila clanga
B108;558729;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila nipalensis
B109;558728;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila adalberti
B110;175413;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila heliaca
B111;175407;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila chrysaetos
B112;824019;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila fasciata
B113;175568;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Hieraaetus pennatus
B114;175646;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco naumanni
B115;175620;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco tinnunculus
B116;175656;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco vespertinus
B117;175639;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco eleonorae
B118;175613;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco columbarius
B119;175654;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco subbuteo
B120;175631;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco biarmicus
B121;175633;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco cherrug
B122;175599;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco rusticolus
B123;175604;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco peregrinus
B124;175804;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Lagopus lagopus
B125;677542;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Lagopus muta
B126;553893;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Tetrao urogallus
B127;677538;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Lyrurus tetrix
B128;677539;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Lyrurus mlokosiewiczi
B129;677536;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Tetrastes bonasia
B130;553829;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Tetraogallus caucasicus
B131;175951;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Tetraogallus caspius
B132;175910;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Alectoris graeca
B133;175908;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Alectoris chukar
B134;175909;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Alectoris barbara
B135;175913;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Alectoris rufa
B136;175947;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Ammoperdix griseogularis
B137;175974;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Francolinus francolinus
B138;175915;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Perdix perdix
B139;553871;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Coturnix coturnix
B140;175905;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Phasianus colchicus
B141;678962;v1.9 rev 2126ab0;Aves;Gruiformes;Turnicidae;Turnix sylvaticus
B142;176192;v1.9 rev 2126ab0;Aves;Gruiformes;Gruidae;Anthropoides virgo
B143;176183;v1.9 rev 2126ab0;Aves;Gruiformes;Gruidae;Grus grus
B144;176223;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Rallus aquaticus
B145;176277;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Crex crex
B146;176249;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Porzana parva
B147;176251;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Porzana pusilla
B148;176241;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Porzana porzana
B149;176390;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Porphyrio porphyrio
B150;176284;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Gallinula chloropus
B151;176297;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Fulica cristata
B152;176290;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Fulica atra
B153;176419;v1.9 rev 2126ab0;Aves;Gruiformes;Otididae;Otis tarda
B154;563379;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Tetrax tetrax
B155;176469;v1.9 rev 2126ab0;Aves;Charadriiformes;Haematopodidae;Haematopus ostralegus
B156;176727;v1.9 rev 2126ab0;Aves;Charadriiformes;Recurvirostridae;Himantopus himantopus
B157;176723;v1.9 rev 2126ab0;Aves;Charadriiformes;Recurvirostridae;Recurvirostra avosetta
B158;176749;v1.9 rev 2126ab0;Aves;Charadriiformes;Burhinidae;Burhinus oedicnemus
B159;176777;v1.9 rev 2126ab0;Aves;Charadriiformes;Glareolidae;Glareola pratincola
B160;176774;v1.9 rev 2126ab0;Aves;Charadriiformes;Glareolidae;Glareola nordmanni
B161;176481;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Vanellus vanellus
B162;176499;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Vanellus spinosus
B163;176489;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Vanellus indicus
B165;176490;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Vanellus leucurus
B166;176561;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Pluvialis apricaria
B167;176567;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Pluvialis squatarola
B168;176504;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius hiaticula
B169;176529;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius dubius
B170;176510;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius alexandrinus
B171;176532;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius leschenaultii
B172;176524;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius asiaticus
B173;176545;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius morinellus
B174;176578;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Scolopax rusticola
B175;176591;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Lymnocryptes minimus
B176;176710;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Gallinago stenura
B177;176704;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Gallinago media
B178;176700;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Gallinago gallinago
B179;176691;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Limosa limosa
B180;176687;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Limosa lapponica
B181;176599;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Numenius phaeopus
B182;176596;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Numenius arquata
B183;176621;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa erythropus
B184;176622;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa totanus
B185;176633;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa stagnatilis
B186;176624;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa nebularia
B187;176632;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa ochropus
B188;176618;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa glareola
B189;176718;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Xenus cinereus
B190;176613;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Actitis hypoleucos
B191;176571;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Arenaria interpres
